set,ari_mean,ari_mean,ari_mean,ari_mean,ari_mean,ari_mean,ari_mean,ari_mean,ari_mean,ari_mean,ari_mean,ari_mean,ari_mean,ari_mean,ari_mean,ari_mean,ari_mean,cifar10,cifar10,cifar10,cifar10,cifar10,cifar10,cifar10,cifar10,cifar10,cifar10,cifar10,cifar10,cifar10,cifar10,cifar10,cifar10,cifar10,cifar100,cifar100,cifar100,cifar100,cifar100,cifar100,cifar100,cifar100,cifar100,cifar100,cifar100,cifar100,cifar100,cifar100,cifar100,cifar100,cifar100,const32,const32,const32,const32,const32,const32,const32,const32,const32,const32,const32,const32,const32,const32,const32,const32,const32,geo_mean,geo_mean,geo_mean,geo_mean,geo_mean,geo_mean,geo_mean,geo_mean,geo_mean,geo_mean,geo_mean,geo_mean,geo_mean,geo_mean,geo_mean,geo_mean,geo_mean,lsunc,lsunc,lsunc,lsunc,lsunc,lsunc,lsunc,lsunc,lsunc,lsunc,lsunc,lsunc,lsunc,lsunc,lsunc,lsunc,lsunc,lsunr,lsunr,lsunr,lsunr,lsunr,lsunr,lsunr,lsunr,lsunr,lsunr,lsunr,lsunr,lsunr,lsunr,lsunr,lsunr,lsunr,svhn,svhn,svhn,svhn,svhn,svhn,svhn,svhn,svhn,svhn,svhn,svhn,svhn,svhn,svhn,svhn,svhn,uniform32,uniform32,uniform32,uniform32,uniform32,uniform32,uniform32,uniform32,uniform32,uniform32,uniform32,uniform32,uniform32,uniform32,uniform32,uniform32,uniform32
method,calib_err,calib_err,calib_err,calib_err,calib_err,ood_1t,ood_1t,ood_2t,ood_2t,ood_d_ent,ood_ent,ood_tt,ood_tt,test_metrics,test_metrics,test_metrics,test_metrics,calib_err,calib_err,calib_err,calib_err,calib_err,ood_1t,ood_1t,ood_2t,ood_2t,ood_d_ent,ood_ent,ood_tt,ood_tt,test_metrics,test_metrics,test_metrics,test_metrics,calib_err,calib_err,calib_err,calib_err,calib_err,ood_1t,ood_1t,ood_2t,ood_2t,ood_d_ent,ood_ent,ood_tt,ood_tt,test_metrics,test_metrics,test_metrics,test_metrics,calib_err,calib_err,calib_err,calib_err,calib_err,ood_1t,ood_1t,ood_2t,ood_2t,ood_d_ent,ood_ent,ood_tt,ood_tt,test_metrics,test_metrics,test_metrics,test_metrics,calib_err,calib_err,calib_err,calib_err,calib_err,ood_1t,ood_1t,ood_2t,ood_2t,ood_d_ent,ood_ent,ood_tt,ood_tt,test_metrics,test_metrics,test_metrics,test_metrics,calib_err,calib_err,calib_err,calib_err,calib_err,ood_1t,ood_1t,ood_2t,ood_2t,ood_d_ent,ood_ent,ood_tt,ood_tt,test_metrics,test_metrics,test_metrics,test_metrics,calib_err,calib_err,calib_err,calib_err,calib_err,ood_1t,ood_1t,ood_2t,ood_2t,ood_d_ent,ood_ent,ood_tt,ood_tt,test_metrics,test_metrics,test_metrics,test_metrics,calib_err,calib_err,calib_err,calib_err,calib_err,ood_1t,ood_1t,ood_2t,ood_2t,ood_d_ent,ood_ent,ood_tt,ood_tt,test_metrics,test_metrics,test_metrics,test_metrics,calib_err,calib_err,calib_err,calib_err,calib_err,ood_1t,ood_1t,ood_2t,ood_2t,ood_d_ent,ood_ent,ood_tt,ood_tt,test_metrics,test_metrics,test_metrics,test_metrics
measures,ece,gme,ice,mce,oce,auc,fpr,auc,fpr,val,val,auc,fpr,L_x,L_y,accuracy,bits_per_dim,ece,gme,ice,mce,oce,auc,fpr,auc,fpr,val,val,auc,fpr,L_x,L_y,accuracy,bits_per_dim,ece,gme,ice,mce,oce,auc,fpr,auc,fpr,val,val,auc,fpr,L_x,L_y,accuracy,bits_per_dim,ece,gme,ice,mce,oce,auc,fpr,auc,fpr,val,val,auc,fpr,L_x,L_y,accuracy,bits_per_dim,ece,gme,ice,mce,oce,auc,fpr,auc,fpr,val,val,auc,fpr,L_x,L_y,accuracy,bits_per_dim,ece,gme,ice,mce,oce,auc,fpr,auc,fpr,val,val,auc,fpr,L_x,L_y,accuracy,bits_per_dim,ece,gme,ice,mce,oce,auc,fpr,auc,fpr,val,val,auc,fpr,L_x,L_y,accuracy,bits_per_dim,ece,gme,ice,mce,oce,auc,fpr,auc,fpr,val,val,auc,fpr,L_x,L_y,accuracy,bits_per_dim,ece,gme,ice,mce,oce,auc,fpr,auc,fpr,val,val,auc,fpr,L_x,L_y,accuracy,bits_per_dim
type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibinn,,,,,,86.21779366864321,19.563765793385357,95.28204427809133,12.890915319583797,0.46751299500465393,0.5186418890953064,95.15868718676144,13.331765607580826,,,,,,,,,,99.19100914757948,3.295272435897436,98.52548076923078,5.819310897435898,0.5301299095153809,0.5812588334083557,98.87912312255027,3.3052884615384617,,,,,,,,,,99.06567853855577,4.076522435897436,98.27141426282051,6.860977564102565,0.5379495024681091,0.589078426361084,98.61745445267847,4.096554487179487,,,,,,,,,,28.547356998105837,86.87900641025641,83.9074969951923,38.782051282051285,0.24643023312091827,0.29755914211273193,82.0756860915889,50.95152243589743,,,,,,,,,,79.57465540001053,0.0,95.08870373959986,0.0,0.45263792959557253,0.5057461136353255,94.92000752545519,0.0,,,,,,,,,,90.55906464492364,23.097826086956523,91.01939538043477,25.78125,0.48349669575691223,0.5346255898475647,91.43677149985275,21.603260869565215,,,,,,,,,,99.95366870833557,0.033967391304347824,99.96847826086956,0.10190217391304347,0.5246816277503967,0.5758105516433716,99.95310397953926,0.033967391304347824,,,,,0.8440238675242465,3.1140849420573358,4.09111637467195,8.745704467353942,0.6324019776934575,,,,,,,,,-2.5494107342705936,2.0584883725114644,95.15086206896552,2.996229711742564,,,,,,99.98998397435898,0.0,100.0,0.0,0.4823901951313019,0.5335190892219543,99.98998397435898,0.0,,,,
